imdb_id,popularity,budget,original_title,cast,homepage,director,overview,genres,revenue_adj,certificate,runtime,rating,votes
tt1034389,0.658095,25000000,The Eagle,"Channing Tatum,Mark Strong,Jamie Bell,Donald Sutherland,Denis O'Hare",http://focusfeatures.com/the_eagle,Kevin Macdonald,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila (Tatum) arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca (Bell), Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.","Adventure,Drama",26292052.49,PG-13,114 min,6.2,71457.0
tt0881320,0.587044999999999,30000000,Sanctum,"Ioan Gruffudd,Richard Roxburgh,Alice Parkinson,Daniel Wyllie,Allison Cratchley",http://www.sanctummovie.com/,Alister Grierson,"The 3-D action-thriller Sanctum, from executive producer James Cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on Earth. When a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific's Esa-ala Caves for months. But when his exit is cut off in a flash flood, Frank's team--including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)--are forced to radically alter plans. With dwindling supplies, the crew must navigate an underwater labyrinth to make it out. Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?","Action,Thriller",105285652.52,R,108 min,5.9,56142.0
tt1622547,0.570978,28000000,30 Minutes or Less,"Jesse Eisenberg,Danny McBride,Aziz Ansari,Bianca Kajlich,Nick Swardson",http://30minutesorless.com/,Ruben Fleischer,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...","Action,Comedy,Adventure",39306608.97,R,83 min,6.1,103028.0
tt1464174,0.475663,32000000,"Big Mommas: Like Father, Like Son","Portia Doubleday,Martin Lawrence,Brandon T. Jackson,Mari Morrow,Faizon Love",http://www.bigmommaslikefatherlikeson.com/,John Whitesell,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.","Crime,Comedy,Action",81056618.66,PG-13,107 min,4.4,28144.0
tt0893412,0.46351,93,From Prada to Nada,"Camilla Belle,Alexa PenaVega,April Bowlby,Wilmer Valderrama,Nicholas D'Agosto",http://frompradatonadamovie.com/,Angel Gracia,"A whimsical fish-out-of-water story of two spoiled sisters: Nora (Camilla Belle), a law student, and Mary (Alexa Vega), an undergrad party girl, living with their father in a luxurious mansion in Beverly Hills. Mary has become so ""90210"" she refuses to admit she is of Mexican decent. When dad suddenly passes away, their posh lives are turned upside down. They discover they have been left penniless and are forced to move into their estranged aunt Aurelia's (Adriana Barraza) modest but lively home in the Latino-centric Boyle Heights neighborhood of East LA.","Comedy,Drama,Romance",2423495.11,PG-13,107 min,5.5,15264.0
tt1838571,0.45584,0,Juan de los Muertos,"Alexis DÃ­az de Villegas,Jorge Molina,Andrea Duro,Andros PerugorrÃ­a,Blanca Rosa Blanco",http://www.juanofthedeadmovie.com,Alejandro BruguÃ©s,"While Havana is full of zombies hungry for human flesh, official media reported that the disturbances are caused by dissidents paid by the United States. Panic seizes all until Juan comes to the rescue: he discovers he can kill the undead destroying his brain, and decides to start a small business under the slogan ""We kill your loved ones.""","Horror,Comedy",0.00,Not Rated,92 min,6.4,10681.0
tt1533749,0.44615,29000000,Xin shao lin si,"Andy Lau,Nicholas Tse,Fan Bingbing,Jackie Chan,Wu Jing",http://shaolinmovie.emp.hk/,Benny Chan,"China is plunged into strife as feuding warlords try to expand their power by warring over neighboring lands. Fuelled by his success on the battlefield, young and arrogant Hao Jie sneers at Shaolin's masters when he beats one of them in a duel. But the pride comes before a fall. When his own family is wiped out by a rival warlord, Hao is forced to take refuge with the monks. As the civil unrest spreads and the people suffer, Hao and the Shaolin masters are forced to take a fiery stand against the evil warlords. They launch a daring plan or rescue and escape.","Action,Drama",32632724.16,R,131 min,6.8,19683.0
tt1596343,0.436803,125000000,Fast Five,"Vin Diesel,Paul Walker,Dwayne Johnson,Jordana Brewster,Tyrese Gibson",http://www.watchvideoseries.com/movies/fast-five-2011-2/,Justin Lin,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.","Action,Thriller,Crime",606976636.54,PG-13,130 min,7.3,385936.0
tt1629705,0.388036,0,Blackthorn,"Sam Shepard,Magaly Solier,Eduardo Noriega,Stephen Rea,Daniel Aguirre",http://www.blackthornmovie.com/,Mateo Gil,"In Bolivia, Butch Cassidy (now calling himself James Blackthorne) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike.","Adventure,Action,Western",604446.82,R,102 min,6.5,9982.0
tt1912398,0.36105,0,God Bless America,"Joel Murray,Tara Lynne Barr,Mackenzie Brooke Smith,Melinda Page Hamilton,Rich McDonald",http://www.magnetreleasing.com/godblessamerica/,Bobcat Goldthwait,"Fed up with the cruelty and stupidity of American culture, an unlikely duo goes on a killing spree, killing reality TV stars, bigots and others they find repugnant in this black comedy.","Drama,Comedy",118799.73,R,105 min,7.1,70714.0
tt1640459,0.567753,3000000,Hobo with a Shotgun,"Rutger Hauer,Gregory Smith,Robb Wells,Brian Downey,Molly Dunsworth",http://www.hobowithashotgun.com/,Jason Eisener,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.","Action,Comedy,Thriller",652063.65,Not Rated,86 min,6.1,47076.0
tt1242599,0.195283,17000,Bellflower,"Evan Glodell,Jessie Wiseman,Tyler Dawson,Rebekah Brandes,Vincent Grashaw",http://www.coatwolf.com/,Evan Glodell,"Two friends spend all their free time building flame-throwers and weapons of mass destruction in hopes that a global apocalypse will occur and clear the runway for their imaginary gang ""Mother Medusa"".","Action,Drama,Romance",98137.98,R,106 min,6.3,7965.0
tt1270798,0.164515,160000000,X-Men: First Class,"James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon,Rose Byrne",http://www.x-menfirstclassmovie.com/,Matthew Vaughn,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.","Action,Science Fiction,Adventure",333880181.43,PG-13,131 min,7.7,698601.0
tt1630564,0.200114,6800000,Sacrifice,"Cuba Gooding Jr.,Christian Slater,Devon Bostick,Kim Coates,Lara Daans",http://www.zedfilmworks.com/films_sacrifice.php,Damian Lee,A tough undercover cop inadvertently gets involved in a dangerous heroin ring when a young defector of the drug trade leaves his five year-old sister in his care.,Action,0.00,R,100 min,4.3,2576.0
tt0167261,8.095275,79000000,The Lord of the Rings: The Two Towers,"Elijah Wood,Ian McKellen,Viggo Mortensen,Liv Tyler,Orlando Bloom",http://www.lordoftherings.net/,Peter Jackson,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Adventure,Fantasy,Action",1122902454.42,PG-13,179 min,8.8,1679818.0
tt0258463,3.628943,60000000,The Bourne Identity,"Matt Damon,Franka Potente,Chris Cooper,Clive Owen,Brian Cox",http://www.universalstudiosentertainment.com/the-bourne-identity/,Doug Liman,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. Bourne realizes, though, that he has the combat and mental skills of a world-class spy, but who does he work for?","Action,Drama,Mystery,Thriller",259465426.67,PG-13,119 min,7.9,552407.0
tt0120804,3.326646,33000000,Resident Evil,"Milla Jovovich,Michelle Rodriguez,Eric Mabius,Ryan McCluskey,Oscar Pearce",http://www.sonypictures.com/movies/residentevil/index.html,Paul W.S. Anderson,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.","Horror,Action,Science Fiction",124185363.98,R,100 min,6.6,275282.0
tt0145487,3.241129,139000000,Spider-Man,"Tobey Maguire,Willem Dafoe,Kirsten Dunst,James Franco,Cliff Robertson",http://www.sonypictures.com/movies/spider-man/,Sam Raimi,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.","Fantasy,Action",996125553.19,PG-13,121 min,7.4,826095.0
tt0121765,3.128314,120000000,Star Wars: Episode II - Attack of the Clones,"Ewan McGregor,Natalie Portman,Hayden Christensen,Ian McDiarmid,Samuel L. Jackson",http://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,George Lucas,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator PadmÃ© Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for PadmÃ© as well as his own darker side. Soon, Anakin, PadmÃ©, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.","Adventure,Action,Science Fiction",787240522.12,PG,142 min,6.6,719027.0
tt0120912,2.388226,140000000,Men in Black II,"Tommy Lee Jones,Will Smith,Rip Torn,Lara Flynn Boyle,Johnny Knoxville",http://www.sonypictures.com/homevideo/meninblackii/,Barry Sonnenfeld,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIBs untarnished mission statement: protecting the earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. And now it's a race against the clock as Jay must convince Kay-who not only has absolutely no memory of his time spent with the Men In Black, but is also the only living person left with the expertise to save the galaxy-to reunite with the MIB before the earth submits to ultimate destruction.","Action,Adventure,Comedy,Science Fiction",535599877.85,PG-13,88 min,6.1,381299.0
tt0187738,1.778527,54000000,Blade II,"Wesley Snipes,Kris Kristofferson,Ron Perlman,Leonor Varela,Norman Reedus",http://www.warnerbros.com/blade-ii,Guillermo del Toro,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.","Science Fiction,Horror,Action,Thriller",187912677.42,R,117 min,6.7,222712.0
tt0233469,1.216798,85000000,Collateral Damage,"Arnold Schwarzenegger,Francesca Neri,Elias Koteas,Cliff Curtis,John Turturro",http://www.wbshop.com/product/code/1000040993.do,Andrew Davis,"Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio ""The Wolf"" Perrini.","Action,Thriller,Drama",95019997.46,R,108 min,5.5,76015.0
tt0295178,1.15929,63000000,Austin Powers in Goldmember,"Mike Myers,BeyoncÃ© Knowles,Seth Green,Michael York,Mindy Sterling",http://www.austinpowers.com/,Jay Roach,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe -- '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.","Science Fiction,Comedy,Crime,Action",359597833.49,PG-13,94 min,6.2,213591.0
tt0277296,1.025158,60000000,The Scorpion King,"Dwayne Johnson,Kelly Hu,Michael Clarke Duncan,Steven Brand,Bernard Hill",http://www.the-scorpion-king.com/,Chuck Russell,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.","Action,Fantasy,Adventure",200427031.20,PG-13,92 min,5.5,140682.0
tt0164184,0.958182,68,The Sum of All Fears,"Ben Affleck,Morgan Freeman,James Cromwell,Ken Jenkins,Liev Schreiber",http://www.paramount.com/movies/sum-all-fears,Phil Alden Robinson,CIA analyst Jack Ryan discovers that an Islamic terrorist group is constructing a nuclear warhead. Jack must thwart the plans of the terrorists to create a catastrophic conflict between the United States and Russia by detonating a nuclear weapon during a football game in Baltimore attended by both the U.S. President and Russia's new President.,"Thriller,Action,Drama",233.97,PG-13,124 min,6.4,119060.0
tt0268695,0.875246999999999,80000000,The Time Machine,"Guy Pearce,Samantha Mumba,Phyllida Law,Laura Kirk,Mark Addy",http://timemachine.countingdown.com/,Simon Wells,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.","Science Fiction,Adventure,Action",149992103.33,PG-13,96 min,6.0,126160.0
tt0284490,0.570851,85000000,Showtime,"Robert De Niro,Rachael Harris,Eddie Murphy,Zaid Farid,William Shatner",http://www.warnerbros.de/movies/showtime/,Tom Dey,A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.,"Action,Comedy",94243300.38,PG-13,95 min,5.5,63748.0
tt0231448,0.079351,0,Deuces Wild,"Stephen Dorff,Fairuza Balk,Brad Renfro,Norman Reedus,Max Perlich",http://www.mgm.com/sites/deuceswild/intro/,Scott Kalvert,"1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.","Action,Crime,Drama,Romance",0.00,R,96 min,5.6,7604.0
tt0109303,1.23859,0,Blown Away,"Jeff Bridges,Tommy Lee Jones,Suzy Amis,Lloyd Bridges,Forest Whitaker",http://www.mgm.com/#/our-titles/215/Blown-Away,Stephen Hopkins,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,"Drama,Action,Thriller",44362843.19,R,121 min,6.2,32110.0
tt0848228,7.637767,220000000,The Avengers,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson",http://marvel.com/avengers_movie/,Joss Whedon,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!","Science Fiction,Action,Adventure",1443191435.21,PG-13,143 min,8.0,1400257.0
tt1496025,7.031452,70000000,Underworld: Awakening,"Kate Beckinsale,Stephen Rea,Michael Ealy,Theo James,India Eisley",http://www.entertheunderworld.com/,MÃ¥ns MÃ¥rlind|BjÃ¶rn Stein,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.","Fantasy,Action,Horror",125746142.85,R,88 min,6.3,156524.0
tt1345836,6.591277,250000000,The Dark Knight Rises,"Christian Bale,Michael Caine,Gary Oldman,Anne Hathaway,Tom Hardy",http://www.thedarkknightrises.com/,Christopher Nolan,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","Action,Crime,Drama,Thriller",1026712780.23,PG-13,164 min,8.4,1717874.0
tt1074638,5.603587,200000000,Skyfall,"Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris",http://www.skyfall-movie.com,Sam Mendes,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.","Action,Adventure,Thriller",1052849482.63,PG-13,143 min,7.8,703338.0
tt1194173,4.611854,130000000,The Bourne Legacy,"Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Stacy Keach",http://www.thebournelegacy.com/,Tony Gilroy,"The fourth installment of the highly successful Bourne series sidelines main character Jason Bourne in order to focus on a fellow estranged assassin Aaron Cross. The story centers on new CIA operative, Aaron Cross as he experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.","Action,Thriller",262673566.24,PG-13,135 min,6.6,305484.0
tt0948470,3.702647,215000000,The Amazing Spider-Man,"Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Martin Sheen",http://www.theamazingspiderman.com,Marc Webb,"Peter Parker is an outcast high schooler was abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance â€“ leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.","Action,Adventure,Fantasy",714412708.53,PG-13,136 min,6.9,663418.0
tt1735898,3.335603,170000000,Snow White and the Huntsman,"Kristen Stewart,Charlize Theron,Chris Hemsworth,Sam Claflin,Ian McShane",http://www.snowwhiteandthehuntsman.com/,Rupert Sanders,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.","Adventure,Fantasy,Drama",376668581.98,PG-13,127 min,6.1,292871.0
tt1232829,3.151021,42000000,21 Jump Street,"Channing Tatum,Jonah Hill,Brie Larson,Dave Franco,Ellie Kemper",http://www.21jumpstreet-movie.com/,Phil Lord|Christopher Miller,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.","Action,Comedy,Crime",191454512.47,R,109 min,7.2,566332.0
tt0790724,2.944554,60000000,Jack Reacher,"Tom Cruise,Rosamund Pike,Richard Jenkins,David Oyelowo,Werner Herzog",http://www.jackreachermovie.com/,Christopher McQuarrie,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.","Crime,Drama,Thriller",207367731.49,PG-13,130 min,7.0,346299.0
tt1409024,2.592896,225000000,Men in Black 3,"Will Smith,Tommy Lee Jones,Josh Brolin,Michael Stuhlbarg,Emma Thompson",http://www.sonypictures.com/movies/meninblack3/,Barry Sonnenfeld,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.","Action,Comedy,Science Fiction",592665861.92,PG-13,106 min,6.8,368312.0
tt1392170,2.571099,75000000,The Hunger Games,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks",http://www.thehungergames.movie/,Gary Ross,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which â€œTributesâ€ must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If sheâ€™s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.","Science Fiction,Adventure,Fantasy",656473401.94,PG-13,142 min,7.2,927499.0
tt1386703,2.570101,125000000,Total Recall,"Colin Farrell,Kate Beckinsale,Jessica Biel,Bryan Cranston,Bill Nighy",http://www.welcometorecall.com/,Len Wiseman,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.","Action,Science Fiction,Adventure,Thriller",188811132.90,PG-13,118 min,6.2,257476.0
tt1764651,2.415046,100000000,The Expendables 2,"Sylvester Stallone,Jason Statham,Dolph Lundgren,Bruce Willis,Arnold Schwarzenegger",http://theexpendables2film.com/,Simon West,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.","Action,Adventure,Thriller",296864821.00,R,103 min,6.6,310563.0
tt1446192,1.832434,145000000,Rise of the Guardians,"Chris Pine,Alec Baldwin,Jude Law,Isla Fisher,Hugh Jackman",http://www.riseoftheguardians.com/,Peter Ramsey,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.","Fantasy,Animation,Family",291516095.79,PG,97 min,7.2,180100.0
tt1397514,1.814197,79000000,Journey 2: The Mysterious Island,"Dwayne Johnson,Josh Hutcherson,Kristin Davis,Vanessa Hudgens,Luis GuzmÃ¡n",http://www.themysteriousisland.com/,Brad Peyton,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.","Adventure,Action,Science Fiction",337817164.73,PG,94 min,5.7,106527.0
tt1656190,1.76105,30000000,Safe,"Jason Statham,Chris Sarandon,James Hong,Catherine Chan,Robert John Burke",http://www.safethefilm.com/,Boaz Yakin,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.","Action,Crime,Thriller",38318559.43,R,94 min,6.5,112392.0
tt1343727,1.653924,50000000,Dredd,"Karl Urban,Olivia Thirlby,Lena Headey,Wood Harris,Jason Cope",http://dreddthemovie.com/,Pete Travis,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isnâ€™t as easy as it seems in this explosive adaptation of the hugely popular comic series.","Action,Science Fiction",38975360.78,R,95 min,7.1,279280.0
tt1596350,1.612069,65000000,This Means War,"Reese Witherspoon,Chris Pine,Tom Hardy,Laura Vandervoort,Angela Bassett",http://www.thismeanswarmovie.com/,McG,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,"Action,Comedy,Romance",0.00,PG-13,103 min,6.3,188979.0
tt0401729,1.588457,260000000,John Carter,"Taylor Kitsch,Lynn Collins,Mark Strong,Willem Dafoe,CiarÃ¡n Hinds",http://disney.go.com/johncarter/,Andrew Stanton,"Civil War vet John Carter is transplanted to Mars, where he discovers a lush, wildly diverse planet whose main inhabitants are 12-foot tall green barbarians. Finding himself a prisoner of these creatures, he escapes, only to encounter Dejah Thoris, Princess of Helium, who is in desperate need of a savior.","Action,Adventure,Fantasy,Science Fiction",269859485.33,PG-13,132 min,6.6,276296.0
tt1276104,1.58709,30000000,Looper,"Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Noah Segan",http://loopermovie.com/,Rian Johnson,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.","Action,Thriller,Science Fiction",44677870.48,R,119 min,7.4,582080.0
tt1506999,1.517201,23000000,Haywire,"Gina Carano,Ewan McGregor,Michael Fassbender,Bill Paxton,Channing Tatum",http://www.haywiremovie.com/,Steven Soderbergh,"Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive.",Thriller,31695441.70,R,93 min,5.8,87691.0
tt1646987,1.507337,150000000,Wrath of the Titans,"Sam Worthington,Liam Neeson,Ralph Fiennes,Rosamund Pike,Edgar RamÃ­rez",http://www.wrathofthetitansmovie.org,Jonathan Liebesman,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",Adventure,285873028.69,PG-13,99 min,5.7,191139.0
tt1591479,1.436895,12000000,Act of Valor,"Roselyn SÃ¡nchez,Emilio Rivera,Nestor Serrano,Gonzalo Menendez,Alexander Asefa",http://www.actofvalor.com/,Mike McCoy|Scott Waugh,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.","Action,Thriller,War",77188344.74,R,110 min,6.4,69975.0
tt1524137,1.252392,25000000,Contraband,"Mark Wahlberg,Kate Beckinsale,Ben Foster,Giovanni Ribisi,J.K. Simmons",http://www.contrabandmovie.net,Baltasar KormÃ¡kur,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago -- smuggling -- to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.","Thriller,Action,Drama,Crime",59928864.15,R,109 min,6.4,124023.0
tt1592525,1.068764,20000000,Lockout,"Guy Pearce,Maggie Grace,Joseph Gilgun,Lennie James,Peter Stormare",http://www.lockoutfilm.com/,Stephen St. Leger|James Mather,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.","Action,Thriller,Science Fiction",30585593.33,PG-13,95 min,6.0,99353.0
