movie_id,certificate,runtime,rating,votes
tt0488414,Not Rated,155 min,8.1,21123.0
tt2582498,R,93 min,6.2,11063.0
tt1533117,Not Rated,132 min,7.3,12061.0
tt4372390,R,97 min,6.2,6182.0
tt0399327,PG-13,83 min,5.5,26051.0
tt0099409,R,105 min,5.4,7823.0
tt0056142,Not Rated,91 min,5.7,10587.0
tt0120769,PG-13,122 min,6.1,11820.0
tt0455326,R,86 min,6.7,14199.0
tt0086379,PG,96 min,4.9,4022.0
tt0297162,PG-13,98 min,4.6,16115.0
tt0106393,R,101 min,5.5,6069.0
tt0097579,R,113 min,6.4,7181.0
tt0098097,PG-13,122 min,5.3,11853.0
tt0077278,PG,89 min,6.5,6411.0
tt4294052,Not Rated,87 min,4.7,5583.0
tt0920458,Not Rated,130 min,7.2,19192.0
tt2865120,PG,94 min,5.5,11255.0
tt0068168,R,102 min,7.0,6549.0
tt3404158,Not Rated,137 min,6.8,6455.0
tt0068718,PG,101 min,6.8,6572.0
tt0104897,R,89 min,5.5,7869.0
tt0088757,R,93 min,4.8,1751.0
tt0109688,R,100 min,7.0,15917.0
tt0118647,R,115 min,6.8,9596.0
tt0066767,GP,99 min,6.4,8203.0
tt10550884,Not Rated,129 min,6.3,3521.0
tt0080934,R,109 min,5.3,4486.0
tt0094033,R,100 min,5.1,5252.0
tt0444182,R,120 min,7.0,14796.0
tt0052415,Approved,167 min,7.1,8349.0
tt0093483,R,92 min,5.8,3316.0
tt0093164,R,101 min,5.6,2255.0
tt1097013,R,84 min,5.7,10823.0
tt0401233,R,101 min,6.9,18245.0
tt10648440,Not Rated,103 min,7.0,6634.0
tt0906665,R,121 min,6.1,15504.0
tt0884224,R,107 min,5.5,22175.0
tt0084935,PG,88 min,4.3,3320.0
tt0354766,R,88 min,5.6,5928.0
tt1756799,R,87 min,5.2,12917.0
tt8550208,Not Rated,141 min,6.6,6004.0
tt0439662,Not Rated,168 min,7.1,33610.0
tt0089604,R,100 min,5.3,8705.0
tt0107612,PG,84 min,3.8,9631.0
tt0250720,PG,94 min,5.3,9443.0
tt0109015,PG,93 min,4.5,9496.0
tt0081259,R,103 min,5.0,5808.0
tt0102202,R,90 min,4.5,5992.0
tt1017456,Not Rated,149 min,6.6,15166.0
tt0072325,R,91 min,6.9,3335.0
tt0326208,R,111 min,7.1,8861.0
tt0112255,PG-13,85 min,4.3,6028.0
tt0134033,R,99 min,6.3,10152.0
tt0249371,R,180 min,6.4,14435.0
tt0105824,PG-13,126 min,6.4,2929.0
tt0091003,PG,96 min,4.8,2377.0
tt0089243,R,90 min,4.3,4282.0
tt0814022,R,99 min,5.3,57276.0
tt0101846,PG-13,108 min,5.8,11200.0
tt5481184,PG-13,109 min,4.5,2753.0
tt0913354,PG-13,88 min,5.7,31141.0
tt2372222,Not Rated,146 min,6.1,70898.0
tt5613834,Not Rated,145 min,6.2,7033.0
tt0068617,PG,92 min,5.4,2017.0
tt0041163,Approved,118 min,7.4,7430.0
tt0160009,R,117 min,5.7,30252.0
tt3202890,R,96 min,5.2,6461.0
tt2212008,R,108 min,5.2,16536.0
tt0110093,PG,123 min,5.3,12252.0
tt0064866,R,112 min,7.1,5373.0
tt0913968,R,126 min,7.0,27203.0
tt0090693,R,109 min,6.1,3060.0
tt0059557,Unrated,108 min,6.4,6673.0
tt0118736,PG-13,91 min,6.4,7630.0
tt0094764,R,90 min,6.3,7215.0
tt0860907,TV-14,96 min,6.9,16359.0
tt2436516,Not Rated,111 min,6.6,14191.0
tt2433040,PG,103 min,5.1,3575.0
tt0069976,R,107 min,6.9,5483.0
tt0060897,Unrated,95 min,5.5,4406.0
tt0193560,PG-13,90 min,5.2,6125.0
tt3802576,Not Rated,156 min,6.4,13346.0
tt0097166,R,102 min,6.1,4208.0
tt0763840,R,106 min,5.6,11039.0
tt0071706,PG,109 min,6.6,5931.0
tt0409904,R,132 min,6.4,34733.0
tt0091603,R,97 min,5.2,740.0
tt4717402,R,94 min,6.7,4742.0
tt0082350,R,106 min,5.5,4124.0
tt1653690,R,99 min,4.9,14189.0
tt0308208,R,91 min,3.6,20350.0
tt0101412,PG-13,107 min,4.1,3414.0
tt0081249,PG,94 min,5.1,3389.0
tt7160176,Not Rated,140 min,6.8,2841.0
tt0094293,R,106 min,5.9,5579.0
tt2025526,R,122 min,7.1,12343.0
tt7131870,Not Rated,123 min,5.9,8352.0
tt4939066,Not Rated,111 min,6.2,5810.0
tt6083388,Not Rated,128 min,6.4,2325.0
tt1634136,R,88 min,6.0,12891.0
tt2401097,PG-13,94 min,5.6,19632.0
tt1198101,Not Rated,123 min,6.0,13382.0
tt0109575,R,120 min,5.6,4540.0
tt0811066,Not Rated,122 min,7.1,10456.0
tt2409302,Not Rated,129 min,7.1,8462.0
tt0382383,Not Rated,161 min,7.3,9056.0
tt4439102,R,88 min,4.2,2174.0
tt0098503,R,102 min,5.0,6814.0
tt0073600,PG,88 min,6.6,6801.0
tt7255568,Not Rated,146 min,2.1,21156.0
tt1247640,R,101 min,6.5,45186.0
tt3819668,Not Rated,93 min,7.2,22810.0
tt1703049,TV-14,90 min,7.4,5563.0
tt0281820,R,109 min,6.5,10634.0
tt0992911,R,88 min,6.7,13363.0
tt0071788,R,89 min,6.6,1516.0
tt1533749,R,131 min,6.8,19683.0
tt0089847,R,91 min,5.7,4809.0
tt0235679,G,93 min,5.8,14453.0
tt0120724,R,91 min,4.8,15588.0
tt1884457,R,95 min,4.9,4260.0
tt1925518,R,104 min,5.2,7229.0
tt0084788,R,90 min,5.8,3512.0
tt2852400,Not Rated,130 min,7.1,12091.0
tt0095382,PG,105 min,3.8,5247.0
tt0114048,PG,107 min,5.2,9331.0
tt0059792,Not Rated,88 min,6.2,6478.0
tt0084861,R,97 min,6.4,2576.0
tt0097991,R,92 min,5.0,1919.0
tt1167660,Not Rated,101 min,6.8,15488.0
tt0335121,PG-13,102 min,4.8,25951.0
tt0476995,PG,111 min,5.5,6079.0
tt4768764,Not Rated,123 min,7.0,7020.0
tt0386064,R,140 min,8.0,40132.0
tt1886493,R,94 min,4.6,17492.0
tt1718199,R,98 min,7.0,15196.0
tt0211938,R,119 min,5.7,12771.0
tt0348121,PG-13,126 min,6.8,18016.0
tt0080472,PG,116 min,6.1,12163.0
tt0850253,R,98 min,6.6,14902.0
tt0032762,Approved,94 min,7.5,10426.0
tt3147312,R,88 min,6.1,10210.0
tt0102655,R,83 min,5.9,4553.0
tt0098502,R,102 min,4.3,4875.0
tt8869978,Not Rated,146 min,7.2,12088.0
tt1456661,R,106 min,6.2,10696.0
tt0101326,R,99 min,3.9,5114.0
tt0099327,PG,82 min,5.7,1076.0
tt0065230,G,89 min,5.7,1364.0
tt0254481,Not Rated,171 min,7.1,25141.0
tt0806027,R,91 min,5.2,15034.0
tt7095654,Not Rated,123 min,6.5,2746.0
tt3501416,Not Rated,140 min,7.2,7372.0
tt0091671,R,99 min,5.8,2611.0
tt0089283,R,112 min,5.7,3552.0
tt3001638,Not Rated,122 min,6.8,10997.0
tt0118927,R,95 min,4.4,1961.0
tt0444628,R,118 min,6.1,4634.0
tt0374345,R,123 min,7.2,10247.0
tt0142192,R,110 min,6.0,18678.0
tt0120856,PG,83 min,3.9,2287.0
tt0089104,R,89 min,4.6,2807.0
tt2393845,R,90 min,5.8,23695.0
tt0045197,Approved,84 min,6.6,2062.0
tt0119709,R,99 min,5.6,6145.0
tt0108656,R,103 min,6.7,6934.0
tt1717715,Not Rated,90 min,4.9,5160.0
tt9635616,Not Rated,125 min,5.5,1328.0
tt5303442,R,106 min,5.1,1239.0
tt5970844,Not Rated,164 min,4.0,21252.0
tt0093771,R,107 min,6.2,5295.0
tt0112495,R,100 min,6.5,5288.0
tt0065579,R,97 min,6.5,2462.0
tt0096804,R,89 min,3.7,5555.0
tt7431594,Not Rated,160 min,1.9,47148.0
tt0389328,R,97 min,4.9,12124.0
tt0100604,PG-13,97 min,6.4,2458.0
tt1545759,R,84 min,6.8,14261.0
tt0259974,PG,82 min,6.0,7579.0
tt0093011,R,104 min,5.3,3814.0
tt1532538,R,100 min,4.9,878.0
tt2984576,R,95 min,3.0,1652.0
tt0087344,PG,87 min,6.1,6531.0
tt3679060,Not Rated,124 min,5.1,8231.0
tt0252223,PG-13,99 min,4.8,2688.0
tt0119640,PG,108 min,4.5,6880.0
tt1274295,Not Rated,130 min,7.4,17459.0
tt0096087,R,97 min,6.0,3551.0
tt0093828,PG-13,85 min,6.0,4453.0
tt1986769,PG-13,103 min,4.7,907.0
tt0101831,R,99 min,4.9,2411.0
tt0092585,PG-13,88 min,5.2,3450.0
tt0117260,R,99 min,5.7,1895.0
tt1185442,Not Rated,161 min,5.7,5311.0
tt7721800,Not Rated,150 min,4.7,31466.0
tt0117688,PG-13,94 min,4.1,4410.0
tt6344664,Not Rated,112 min,7.3,2967.0
tt0116320,R,98 min,5.4,9265.0
tt0094792,R,103 min,4.8,6737.0
tt0034928,Approved,108 min,6.7,4358.0
tt1849718,Not Rated,174 min,6.9,25134.0
tt0112536,R,90 min,4.8,3249.0
tt0084049,PG,110 min,5.6,2818.0
tt0113360,R,110 min,5.9,5375.0
tt2193418,R,99 min,4.5,8118.0
tt0097334,PG-13,117 min,6.3,2917.0
tt1867093,R,90 min,5.6,10040.0
tt0245120,R,90 min,5.3,8873.0
tt0110944,R,107 min,6.4,5061.0
tt0092944,R,90 min,5.9,1491.0
tt0114888,R,88 min,4.8,844.0
tt0315642,Not Rated,103 min,7.1,19345.0
tt2924392,R,93 min,4.4,3645.0
tt0083960,R,90 min,5.5,3212.0
tt0858486,PG,85 min,6.5,11928.0
tt0066001,M/PG,108 min,5.8,1289.0
tt0087589,R,100 min,5.8,2576.0
tt0094048,R,86 min,5.5,2639.0
tt0092641,R,95 min,6.4,5804.0
tt0098165,R,113 min,6.2,1555.0
tt0047464,Approved,100 min,6.0,1672.0
tt0105597,R,96 min,5.4,1899.0
tt0065374,R,171 min,5.4,802.0
tt0808339,Not Rated,108 min,6.4,14359.0
tt0095296,R,96 min,5.2,4119.0
tt8108200,Not Rated,143 min,7.9,12192.0
tt0093405,PG,85 min,2.1,8361.0
tt0073637,PG,126 min,5.2,931.0
tt1486193,R,113 min,5.5,14050.0
tt0079168,PG,90 min,5.1,4058.0
tt0105399,PG-13,104 min,6.4,12069.0
tt7243686,Not Rated,117 min,6.6,2131.0
tt5947416,Not Rated,127 min,7.1,1964.0
tt3678782,Not Rated,134 min,7.4,24514.0
tt1515208,PG-13,124 min,6.5,2426.0
tt0107949,PG-13,99 min,5.0,840.0
tt0091818,R,98 min,5.5,1799.0
tt0102045,R,95 min,5.3,4114.0
tt0099581,R,108 min,6.2,5545.0
tt1305797,Not Rated,174 min,7.1,28293.0
tt0090753,R,83 min,4.4,1249.0
tt0188640,PG,99 min,6.0,8566.0
tt0094021,PG-13,101 min,4.7,1286.0
tt0084786,PG,87 min,5.6,1722.0
tt0069257,R,104 min,6.0,3359.0
tt0084704,R,88 min,5.3,1380.0
tt1003034,R,88 min,6.3,6963.0
tt0034742,Approved,102 min,6.7,4037.0
tt0396857,R,93 min,5.5,6842.0
tt0103184,R,89 min,4.9,5298.0
tt5080556,Not Rated,148 min,6.1,25316.0
tt0102593,R,114 min,5.8,4319.0
tt0067206,R,92 min,4.5,293.0
tt0070726,PG,102 min,7.1,1412.0
tt0079227,PG,95 min,5.0,3477.0
tt0106455,R,92 min,5.0,6251.0
tt4059702,PG-13,90 min,3.0,2327.0
tt6878882,TV-MA,142 min,6.6,7430.0
tt0339091,R,94 min,2.4,1171.0
tt1144804,Not Rated,142 min,3.8,7309.0
tt0294662,R,150 min,6.6,5188.0
tt0100468,R,104 min,4.0,712.0
tt0070183,R,134 min,6.0,742.0
tt0095774,R,102 min,6.2,3219.0
tt10627720,Not Rated,110 min,7.4,7882.0
tt3864024,PG-13,102 min,5.5,9472.0
tt0263728,PG-13,104 min,3.9,2878.0
tt5918028,Not Rated,136 min,6.6,2991.0
tt0090065,PG,100 min,6.4,2328.0
tt0800003,PG-13,90 min,3.6,11298.0
tt0070680,PG,106 min,6.0,1423.0
tt0072225,PG,91 min,5.8,2144.0
tt0088934,PG,95 min,5.9,1054.0
tt0220580,R,108 min,6.8,13338.0
tt1551630,R,88 min,5.7,7232.0
tt4864932,Not Rated,133 min,5.3,9400.0
tt0090073,R,109 min,5.6,2174.0
tt1178640,PG-13,86 min,4.8,1833.0
tt0058203,Not Rated,112 min,7.0,5764.0
tt1123373,PG-13,119 min,6.6,11475.0
tt0072317,PG,170 min,4.5,1426.0
tt0120107,R,103 min,4.9,5028.0
tt0403703,PG,90 min,4.9,8738.0
tt0100053,R,94 min,4.9,4923.0
tt0087229,R,89 min,4.5,2568.0
tt0221111,R,105 min,6.7,8314.0
tt3469244,Not Rated,136 min,5.9,9523.0
tt1013860,PG-13,107 min,5.1,15284.0
tt0085935,PG,84 min,3.8,1822.0
tt2007387,Not Rated,133 min,7.3,6710.0
tt0067055,GP,82 min,5.2,3281.0
tt1041804,PG,110 min,4.1,3990.0
tt3144098,Not Rated,113 min,6.6,3408.0
tt5946852,Not Rated,162 min,7.2,7574.0
tt0119630,PG-13,106 min,5.2,3703.0
tt0016654,Not Rated,88 min,7.0,1972.0
tt1292703,Not Rated,125 min,7.7,17753.0
tt0114697,PG-13,86 min,4.1,3640.0
tt7212726,Not Rated,158 min,5.5,21175.0
tt3103166,PG-13,105 min,4.7,724.0
tt0066612,R,115 min,7.3,4641.0
tt1948150,Not Rated,143 min,6.8,17584.0
tt2301155,Not Rated,155 min,6.0,7155.0
tt0086381,R,86 min,4.3,750.0
tt0287635,G,75 min,5.7,8868.0
tt0091400,R,102 min,5.2,1399.0
tt0105871,PG-13,91 min,5.8,1689.0
tt0064688,G,122 min,6.1,2404.0
tt0082619,PG,90 min,5.5,495.0
tt9412268,TV-14,98 min,6.3,4972.0
tt0091963,PG,105 min,4.6,317.0
tt0095981,PG,97 min,5.4,1287.0
tt0098360,Not Rated,103 min,7.1,12217.0
tt7374952,R,108 min,5.4,1467.0
tt0380538,R,94 min,7.4,5485.0
tt4687848,TV-PG,124 min,5.7,4590.0
tt1776196,TV-PG,110 min,6.9,5162.0
tt0087130,R,88 min,4.5,2076.0
tt0091051,PG,90 min,4.7,1570.0
tt0092812,R,89 min,4.4,1076.0
tt0796212,R,110 min,7.2,9285.0
tt2165735,R,107 min,7.0,10442.0
tt1980986,Not Rated,145 min,5.3,15060.0
tt0105526,R,96 min,5.0,1290.0
tt0070679,R,112 min,5.9,3024.0
tt0238948,PG-13,88 min,5.4,8579.0
tt0347791,G,71 min,6.0,6400.0
tt0275688,R,113 min,5.5,422.0
tt0386741,R,105 min,6.6,16193.0
tt0097373,R,105 min,5.6,2501.0
tt1375789,Not Rated,150 min,5.3,16812.0
tt0068281,R,96 min,5.7,741.0
tt3485166,Not Rated,130 min,6.5,4074.0
tt0076164,PG-13,90 min,5.4,2040.0
tt0072284,R,89 min,6.2,1610.0
tt0098222,R,98 min,4.7,638.0
tt0068663,PG,96 min,6.0,712.0
tt0163579,R,102 min,5.2,9859.0
tt2240046,Not Rated,91 min,3.2,581.0
tt1838571,Not Rated,92 min,6.4,10681.0
tt0120383,R,106 min,6.3,5020.0
tt3228088,PG,91 min,4.4,1274.0
tt0100707,R,85 min,5.7,831.0
tt5735464,Not Rated,143 min,6.6,2480.0
tt0101606,PG-13,98 min,5.6,3041.0
tt4559046,Not Rated,140 min,4.9,9976.0
tt0192657,R,125 min,6.5,8338.0
tt0009682,Not Rated,73 min,5.7,867.0
tt1937133,R,96 min,5.8,5662.0
tt0234000,Not Rated,172 min,6.9,15691.0
tt0488906,Not Rated,116 min,4.8,3594.0
tt3054798,Not Rated,120 min,6.3,2189.0
tt7156436,Not Rated,119 min,5.4,1381.0
tt0462229,PG-13,84 min,4.6,11893.0
tt0066745,PG-13,104 min,5.9,2132.0
tt7639372,Not Rated,130 min,4.2,7291.0
tt0323013,Not Rated,186 min,7.8,23944.0
tt0098188,R,106 min,5.4,3730.0
tt0015163,Unrated,59 min,7.6,10260.0
tt0092854,R,91 min,4.9,1025.0
tt0083726,R,108 min,6.2,2410.0
tt0064321,R,86 min,4.4,464.0
tt0103617,R,98 min,3.7,3035.0
tt0091313,R,95 min,4.2,2111.0
tt0092969,R,89 min,6.2,884.0
tt2972482,Not Rated,137 min,6.8,3573.0
tt0091282,PG,105 min,4.9,1046.0
tt7336572,TV-14,101 min,6.3,3246.0
tt2762334,Not Rated,128 min,5.1,9249.0
tt2495118,PG-13,100 min,6.1,11334.0
tt0065401,PG-13,86 min,5.1,440.0
tt7752454,R,121 min,6.1,2802.0
tt6548966,TV-14,85 min,6.8,2255.0
tt3142232,Not Rated,146 min,5.2,9977.0
tt0097211,R,98 min,6.2,2426.0
tt0244479,R,112 min,7.2,5935.0
tt0203408,PG-13,100 min,3.5,5426.0
tt0245891,PG,93 min,5.7,1312.0
tt5465370,Not Rated,137 min,5.9,4256.0
tt0373416,PG-13,95 min,4.3,5849.0
tt0289408,PG,73 min,6.5,10385.0
tt0103303,R,111 min,5.6,2779.0
tt1620933,Not Rated,135 min,8.2,36777.0
tt0070169,R,94 min,5.9,1610.0
tt2503954,R,101 min,5.7,2254.0
tt1806913,Not Rated,140 min,4.9,9824.0
tt0092767,R,91 min,4.5,863.0
tt3859980,Not Rated,155 min,5.6,12098.0
tt0102818,R,91 min,6.2,2966.0
tt0168172,PG-13,85 min,2.6,7053.0
tt1079360,R,84 min,4.8,2124.0
tt9742422,Not Rated,112 min,5.7,495.0
tt6595896,PG,98 min,6.3,7066.0
tt0444781,Not Rated,158 min,5.4,5240.0
tt0090904,R,95 min,5.5,1452.0
tt0098967,Not Rated,96 min,6.7,7066.0
tt0107819,PG-13,97 min,4.5,2108.0
tt0104215,R,87 min,5.3,1411.0
tt0161942,PG-13,98 min,4.7,1053.0
tt0216772,R,86 min,4.1,1315.0
tt0082525,PG,107 min,5.2,1096.0
tt1091229,PG-13,154 min,4.2,8908.0
tt7521990,TV-14,100 min,5.6,1339.0
tt0050251,TV-Y7,85 min,6.1,1700.0
tt0995752,Not Rated,120 min,3.8,5590.0
tt0071292,R,104 min,6.0,640.0
tt0053334,Approved,88 min,6.4,1363.0
tt0161084,Not Rated,101 min,5.2,559.0
tt0305396,PG,90 min,5.4,8039.0
tt2404027,Not Rated,96 min,6.8,1865.0
tt2166214,Not Rated,141 min,4.3,7379.0
tt0071221,R,85 min,6.2,2359.0
tt1728986,PG,155 min,5.6,9326.0
tt1599975,Not Rated,139 min,6.5,4101.0
tt0969269,Not Rated,89 min,7.1,7781.0
tt0253126,R,86 min,6.1,3627.0
tt0045339,Approved,104 min,6.8,2127.0
tt0098205,R,101 min,4.4,1363.0
tt1726861,R,105 min,6.6,5645.0
tt0069278,PG,101 min,5.6,2066.0
tt0185101,R,99 min,6.1,1754.0
tt2296404,Not Rated,100 min,6.1,3570.0
tt0098619,R,97 min,6.3,689.0
tt4701702,PG-13,134 min,6.9,4030.0
tt6843812,Not Rated,137 min,4.8,11129.0
tt0095709,PG,92 min,6.6,3793.0
tt1772872,Not Rated,135 min,5.2,2433.0
tt0006333,Passed,85 min,6.1,1860.0
tt2556308,Not Rated,160 min,7.2,28926.0
tt1684548,R,90 min,3.5,1246.0
tt0088689,R,98 min,6.1,1256.0
tt0283160,PG-13,93 min,4.4,5580.0
tt4219130,TV-MA,113 min,7.1,4119.0
tt0109959,R,94 min,5.2,3671.0
tt1683921,Not Rated,103 min,6.6,4946.0
tt0053335,Passed,82 min,3.8,367.0
tt1858481,R,97 min,5.7,7171.0
tt0089984,G,100 min,7.2,3014.0
tt0095496,R,103 min,5.1,1249.0
tt0048642,PG,91 min,5.3,606.0
tt3595298,Not Rated,164 min,4.4,22607.0
tt3585004,Not Rated,118 min,5.3,1376.0
tt0047189,Not Rated,106 min,5.7,820.0
tt1783232,Not Rated,162 min,6.5,58447.0
tt0095640,R,108 min,5.7,1514.0
tt5112622,Not Rated,110 min,6.5,2979.0
tt1334470,Not Rated,130 min,5.4,4601.0
tt1562859,Not Rated,155 min,5.6,8863.0
tt0094768,R,90 min,5.2,565.0
tt0403537,R,94 min,4.5,1500.0
tt3447364,Not Rated,139 min,7.6,23625.0
tt0085473,PG,95 min,5.6,1242.0
tt0301893,R,88 min,4.3,2156.0
tt3698118,Not Rated,135 min,6.2,1982.0
tt1678051,R,94 min,4.3,7404.0
tt0036414,Passed,76 min,6.2,2273.0
tt2083379,R,106 min,5.6,6131.0
tt0126344,R,107 min,6.8,2177.0
tt4591310,Not Rated,119 min,5.9,3276.0
tt0292886,R,124 min,6.3,4575.0
tt0067133,R,90 min,3.9,616.0
tt0085892,R,111 min,3.8,604.0
tt1857913,PG-13,102 min,5.8,8709.0
tt2576450,Not Rated,143 min,3.5,5733.0
tt0473024,PG-13,95 min,2.1,9229.0
tt0347167,Not Rated,160 min,5.4,2419.0
tt8108230,Not Rated,100 min,6.2,2740.0
tt1242599,R,106 min,6.3,7965.0
tt0459605,Not Rated,105 min,6.1,3386.0
tt0115693,R,99 min,6.0,11897.0
tt5197544,Not Rated,141 min,5.4,7378.0
tt1255951,Not Rated,162 min,5.7,9273.0
tt0118200,R,100 min,6.1,2739.0
tt0300620,R,111 min,6.6,7783.0
tt0417976,PG-13,121 min,5.6,9330.0
tt1395025,Not Rated,157 min,5.2,7728.0
tt0090779,R,90 min,5.3,538.0
tt10218674,PG-13,118 min,5.7,1017.0
tt2437954,Not Rated,134 min,5.7,2382.0
tt4129428,TV-14,161 min,6.4,10748.0
tt6466464,Not Rated,114 min,5.5,1563.0
tt0059162,G,89 min,5.8,1861.0
tt5034276,Not Rated,115 min,6.5,1082.0
tt0251433,R,113 min,6.7,4971.0
tt0179063,R,98 min,6.1,457.0
tt0283999,PG,98 min,5.8,764.0
tt0093276,PG-13,87 min,3.3,942.0
tt0094188,PG-13,91 min,4.2,484.0
tt2357377,Not Rated,120 min,6.6,7375.0
tt0108592,R,109 min,6.7,7282.0
tt0046899,Approved,101 min,6.6,4001.0
tt2077833,Not Rated,140 min,5.8,22936.0
tt8484942,Not Rated,123 min,4.7,2294.0
tt3159708,Not Rated,152 min,4.2,6310.0
tt1296373,R,82 min,5.4,1770.0
tt1830786,Not Rated,128 min,3.0,2983.0
tt0052275,Approved,86 min,5.2,510.0
tt0066126,R,95 min,5.3,567.0
tt0067658,PG-13,97 min,6.0,1271.0
tt0047400,Approved,91 min,5.9,427.0
tt0099460,R,96 min,5.7,2038.0
tt0109098,R,94 min,4.3,1534.0
tt0096161,R,95 min,5.2,1031.0
tt1185412,Not Rated,169 min,4.6,8379.0
tt0066258,PG,98 min,5.9,1172.0
tt2386668,R,85 min,3.5,259.0
tt8820136,R,93 min,2.9,155.0
tt0104521,R,101 min,5.1,930.0
tt6044910,Not Rated,123 min,6.5,4979.0
tt0151150,Not Rated,162 min,6.1,10457.0
tt1686784,R,122 min,5.9,8331.0
tt1773109,Not Rated,163 min,5.7,4349.0
tt1708532,Not Rated,145 min,4.8,18718.0
tt6980546,Not Rated,173 min,7.5,17807.0
tt0293342,Not Rated,202 min,6.6,2764.0
tt0094813,R,93 min,4.9,1403.0
tt4244162,Not Rated,88 min,4.8,14790.0
tt2992146,Not Rated,134 min,6.4,4958.0
tt0015772,Unrated,73 min,6.6,2113.0
tt10279010,Not Rated,101 min,5.9,676.0
tt4944352,R,118 min,7.3,2323.0
tt2271641,Not Rated,160 min,6.1,2148.0
tt0109798,R,125 min,5.8,3444.0
tt7463730,Not Rated,115 min,5.5,2082.0
tt0467017,R,107 min,5.2,853.0
tt0072107,PG,87 min,4.5,1006.0
tt6589464,Not Rated,125 min,6.5,1987.0
tt0817545,R,96 min,5.1,4152.0
tt4307880,Not Rated,96 min,7.3,1796.0
tt0115471,R,77 min,3.8,3728.0
tt2557256,R,104 min,4.7,3681.0
tt0069380,R,88 min,6.3,265.0
tt0091713,R,90 min,4.9,681.0
tt0065360,G,100 min,6.6,1116.0
tt0096952,R,85 min,4.6,1217.0
tt2007993,Not Rated,144 min,7.5,7131.0
tt0339579,R,116 min,6.4,11397.0
tt0091442,R,90 min,4.0,602.0
tt4337072,TV-MA,100 min,6.6,3966.0
tt0067216,PG,109 min,6.2,1209.0
tt6241872,R,96 min,7.4,7886.0
tt0056904,Passed,85 min,5.4,1011.0
tt2309764,Not Rated,142 min,5.7,9184.0
tt0067069,GP,88 min,5.2,990.0
tt0109144,R,98 min,4.3,1158.0
tt0120775,R,121 min,6.0,1292.0
tt1188982,Not Rated,135 min,5.0,20034.0
tt0088895,R,87 min,5.2,663.0
tt0077272,PG,111 min,5.9,1276.0
tt0086625,R,105 min,4.6,574.0
tt2320924,PG-13,85 min,5.4,1215.0
tt5456546,TV-14,145 min,3.6,11091.0
tt0090169,PG-13,90 min,5.0,364.0
tt2112131,Not Rated,120 min,4.8,19055.0
tt0091351,R,87 min,4.7,223.0
tt0255305,Not Rated,157 min,5.2,2007.0
tt0490210,Not Rated,125 min,6.7,7673.0
tt2339505,Not Rated,118 min,6.2,5213.0
tt0094034,R,95 min,4.9,732.0
tt0246500,R,92 min,6.3,4773.0
tt0068711,PG,102 min,6.0,378.0
tt0401248,Unrated,118 min,7.1,3257.0
tt0034465,Approved,86 min,6.1,1538.0
tt0099753,PG-13,125 min,6.8,1081.0
tt0783532,R,119 min,7.3,10728.0
tt1618430,R,128 min,6.2,4104.0
tt2345561,Not Rated,100 min,6.9,2267.0
tt4276752,Not Rated,127 min,5.9,4065.0
tt3367294,R,101 min,4.8,1091.0
tt0099039,R,106 min,5.0,770.0
tt0070833,R,93 min,6.7,597.0
tt0091264,R,97 min,5.1,457.0
tt0108234,R,91 min,5.2,827.0
tt0083936,R,98 min,6.0,583.0
tt0090659,R,86 min,5.0,729.0
tt0097119,R,90 min,5.5,434.0
tt0114371,R,90 min,5.3,1348.0
tt0064328,PG-13,105 min,5.4,532.0
tt11177804,TV-PG,110 min,6.5,1960.0
tt0097003,R,100 min,4.8,698.0
tt0092195,R,89 min,4.4,338.0
tt4937812,Not Rated,128 min,6.9,2417.0
tt1037116,PG-13,90 min,6.8,1796.0
tt1865346,Not Rated,87 min,4.5,2733.0
tt2615584,Not Rated,146 min,4.9,5041.0
tt2367996,Not Rated,150 min,5.1,1265.0
tt0255309,Not Rated,129 min,6.2,1099.0
tt0280490,R,102 min,6.0,3801.0
tt0068164,R,90 min,5.0,462.0
tt0073015,R,106 min,6.3,668.0
tt0163984,R,87 min,5.2,1128.0
tt0077296,PG,127 min,5.9,1074.0
tt0119815,R,110 min,7.4,5101.0
tt0106902,R,101 min,5.6,858.0
tt0038326,Approved,86 min,5.8,497.0
tt0116332,PG-13,105 min,4.8,531.0
tt9283920,R,139 min,6.0,927.0
tt0032636,Passed,81 min,6.7,1799.0
tt0093658,R,103 min,4.7,611.0
tt0859760,PG-13,98 min,6.6,1946.0
tt0032007,Passed,82 min,6.5,3471.0
tt2344678,Not Rated,150 min,1.7,8843.0
tt3962210,PG,92 min,3.9,2140.0
tt0353014,Unrated,86 min,6.7,9328.0
tt4819560,Not Rated,106 min,6.6,2482.0
tt4789822,R,103 min,5.1,1076.0
tt4104354,PG-13,90 min,5.5,530.0
tt0487156,R,88 min,3.6,1061.0
tt0093654,R,90 min,5.7,474.0
tt0069966,R,106 min,6.3,1081.0
tt0043912,Not Rated,95 min,5.8,124.0
tt2717558,Not Rated,118 min,6.9,3162.0
tt0997147,PG-13,113 min,6.3,3871.0
tt0341549,Not Rated,164 min,4.8,1009.0
tt1630564,R,100 min,4.3,2576.0
tt0963915,Not Rated,103 min,5.1,1660.0
tt0096465,R,95 min,5.1,972.0
tt0140282,PG-13,96 min,5.4,1217.0
tt1114725,R,139 min,5.7,2268.0
